eng	English	yes	0.85	hunspell
deu	German	yes	0.82	hunspell
fra	French	yes	0.81	hunspell
nld	Dutch	yes	0.84	hunspell
ita	Italian	yes	0.80	hunspell
pol	Polish	yes	0.82	hunspell
spa	Spanish	yes	0.80	hunspell
rus	Russian	yes	0.73	hunspell
jpn	Japanese	no need		isolating	
por	Portuguese	yes	0.77	hunspell
cmn	Chinese	no need		isolating	
swe	Swedish	yes	0.83	hunspell
vie	Vietnamese	yes	0.83	hunspell
ukr	Ukrainian	yes	0.77	hunspell
cat	Catalan	yes	0.82	hunspell
nob	Norwegian (Bokmål)	yes	0.81	hunspell, nb
fin	Finnish	some tool		Voikko		
ces	Czech	yes	0.82	hunspell
hun	Hungarian	yes	0.77	hunspell
kor	Korean	yes		hunspell
fas	Persian	yes	0.73	hunspell
ind	Indonesian	yes	0.69	hunspell
tur	Turkish	yes	0.74	hunspell
ron	Romanian	yes	0.79	hunspell
ara	Arabic	yes	0.84	hunspell
slk	Slovak	yes	0.79	hunspell
epo	Esperanto	yes	0.73	hunspell
dan	Danish	yes	0.82	hunspell
srp	Serbian	yes	0.72	hunspell
lit	Lithuanian	yes	0.73	hunspell
msa	Malay	yes	0.72	hunspell
eus	Basque	yes	0.77	hunspell
heb	Hebrew	yes	0.81	hunspell
slv	Slovenian	yes	0.80	hunspell
bul	Bulgarian	yes	0.77	hunspell
kaz	Kazakh	yes	0.59	hunspell
vol	Volapük	no		nothing found		
war	Waray-Waray	no		nothing found		
hrv	Croatian	yes	0.74	hunspell
hin	Hindi	yes	0.70	hunspell
ekk	Estonian	yes	0.73	hunspell
aze	Azerbaijani	some tool		demo	0.56	
glg	Galician	yes	0.82	hunspell
xxw-simple	Simple English	yes	0.86	hunspell, en_US
nno	Norwegian (Nynorsk)	yes	0.81	hunspell, nn
lat	Latin	yes	0.54	hunspell
tha	Thai	yes	0.27	hunspell
ell	Greek	yes	0.82	hunspell
new	Newar / Nepal Bhasa	no		nothing found		
rup	Aromanian	yes	0.44	myspell, myspell-hy
oci	Occitan	yes	0.66	hunspell
hbs	Serbo-Croatian	yes	0.75	hunspell
kat	Georgian	some tool		online		
mkd	Macedonian	yes	0.79	hunspell
tgl	Tagalog	yes	0.69	hunspell
hat	Haitian	some tool		OpenOffice Extension		
pms	Piedmontese	no		nothing found		
tel	Telugu	yes	0.47	myspell, in rpm
tam	Tamil	some tool		demo	0.31	
xxw-be-x-old	Belarusian (Taraškievica)	yes	0.71	hunspell, code: be
ceb	Cebuano	some tool		online		
